route_id,route_name,route_length_m,detour_length,detour_extra_m,total_steps,total_alerts,unique_circles_alerted,num_incidents,checks_attempted,sleep_steps,ALERT_RANGE,RISK_RADIUS,SAFE_REGION,hibernate_steps,STEP,DIRECTION_CONE_ANGLE,CONE_DIST
10,route_10,1260.4,1259.6,-0.7,127,4,4,9,4,0,100.0,80.0,350.0,5,10.0,45.0,120.0
