route_id,route_name,route_length_m,detour_length,detour_extra_m,total_steps,total_alerts,unique_circles_alerted,num_incidents,checks_attempted,sleep_steps,ALERT_RANGE,RISK_RADIUS,SAFE_REGION,hibernate_steps,STEP,DIRECTION_CONE_ANGLE,CONE_DIST
4,route_4,1277.6,1275.7,-2.0,128,3,3,9,3,0,100.0,80.0,350.0,5,10.0,45.0,120.0
