route_id,route_name,route_length_m,detour_length,detour_extra_m,total_steps,total_alerts,unique_circles_alerted,num_incidents,checks_attempted,sleep_steps,ALERT_RANGE,RISK_RADIUS,SAFE_REGION,hibernate_steps,STEP,DIRECTION_CONE_ANGLE,CONE_DIST
7,route_7,1154.0,1290.9,136.9,116,3,3,9,3,0,100.0,80.0,350.0,5,10.0,45.0,120.0
